url,status_code,title,h1,meta_description,referrer,canonical_url,depth
https://konohoken.com/cancer/article/9233/,200,がん保険とがん共済を比較！違いやおすすめな人を解説,がん保険とがん共済を比較！違いやおすすめな人を解説,がんに対する保障として、がん保険やがん共済が挙げられます。保険と共済の違いを理解しておくと保険・共済選びの参考になります。 この記事では、がん共済のメリットやデメリットを紹介しつつ、がん保険との違いやどのような人ががん保険またはがん共済に向いているかについて解説します。,https://konohoken.com/cancer/article/page/2/,https://konohoken.com/cancer/article/9233/,3
https://konohoken.com/cancer/article/9256/,200,がん保険｜がんの発症率（罹患率）と生存率,がん保険｜がんの発症率（罹患率）と生存率,がん保険を検討する際、がんの発症率や生存率を確認すると加入目的が明確になります。がん保険のパンフレットやHPなどには、「2人に1人ががんになる」と書かれていることがありますが、本当なのでしょうか。本記事では、がんの発症率・死亡率・生存率を確認し、がんの種類や性別によってどのような違いがあるのか紹介します。,https://konohoken.com/cancer/article/,https://konohoken.com/cancer/article/9256/,2
https://konohoken.com/cancer/article/9262/,200,がん保険の特約の種類はどんなものがある？特約の選び方を解説,がん保険の特約の種類はどんなものがある？特約の選び方を解説,がんは誰しもかかる可能性のある病気であるため保険で準備する人も多く、さまざまなシチュエーションに合わせた特約が販売されています。特約の種類が多いため、どれを選んだらよいかわからない人も多いのではないでしょうか。本記事では、がんに関する特約をまとめ、特約の選び方についても解説します。,https://konohoken.com/cancer/article/,https://konohoken.com/cancer/article/9262/,2
https://konohoken.com/cancer/article/9366/,200,がん保険｜生命保険、損害保険、少額短期の違い,がん保険｜生命保険、損害保険、少額短期の違い,がん保険は生命保険会社、損害保険会社、少額短期保険会社が取り扱っており、保険会社ごとにがん保険の特徴は違います。本記事では、がん保険の特徴を取り扱う生命保険会社、損害保険会社、少額短期保険会社で比較し、三者の違いなどについて解説します。,https://konohoken.com/cancer/article/,https://konohoken.com/cancer/article/9366/,2
https://konohoken.com/cancer/article/cancer-necessary/,200,がん保険は本当に必要か？種類・保険料の相場、加入のメリット・デメリットを徹底解説！,がん保険は本当に必要か？種類・保険料の相場、加入のメリット・デメリットを徹底解説！,この記事では、がん保険の必要性について、がん保険の種類や保険料の相場、加入のメリット・デメリットといった面から徹底的に解説します。,https://konohoken.com/,https://konohoken.com/cancer/article/cancer-necessary/,1
https://konohoken.com/cancer/article/cancer-selection-review/,200,がん保険の選び方・見直し方を大解説！選ぶ際の注意点や保険料の節約方法も調査してみました,がん保険の選び方・見直し方を大解説！選ぶ際の注意点や保険料の節約方法も調査してみました,こちらの記事では、がん保険の選び方・見直し方についてファイナンシャルプランナーが徹底的に解説します。がん保険を選ぶ際の注意点や保険料の節約方法などにも触れておりますので、ぜひ参考にしてみてください。,https://konohoken.com/,https://konohoken.com/cancer/article/cancer-selection-review/,1
https://konohoken.com/cancer/article/medical-expenses-average-copayment/,200,がんの治療費と自己負担額は平均でいくら？手術や抗がん剤治療などの治療別に解説,がんの治療費と自己負担額は平均でいくら？手術や抗がん剤治療などの治療別に解説,がんになった場合、治療方法のほか、治療費がどの程度かかるのか、お金の面での心配も発生します。具体的にどんな費用がかかるのかを知っておくことで、経済的な面からの不安を払拭し、安心して治療を受けられる体制にしておくべきです。そこでこの記事では、がんの治療費と自己負担額について解説を行います。,https://konohoken.com/,https://konohoken.com/cancer/article/medical-expenses-average-copayment/,1
https://konohoken.com/cancer/article/page/1/,200,がん保険のコラム一覧 - ページ1,がん保険のコラム一覧,がん保険をテーマにした保険のコラムの一覧です。『がん保険とは？』『がん保険の必要性は？』などの話から基礎知識の解説など、保険選びに役立つトピックスを掲載しています。,https://konohoken.com/cancer/article/,https://konohoken.com/cancer/article/,2
https://konohoken.com/cancer/article/page/2/,200,がん保険のコラム一覧 - ページ2,がん保険のコラム一覧,がん保険をテーマにした保険のコラムの一覧です。『がん保険とは？』『がん保険の必要性は？』などの話から基礎知識の解説など、保険選びに役立つトピックスを掲載しています。,https://konohoken.com/cancer/article/,https://konohoken.com/cancer/article/,2
https://konohoken.com/cancer/article/page/3/,200,がん保険のコラム一覧 - ページ3,がん保険のコラム一覧,がん保険をテーマにした保険のコラムの一覧です。『がん保険とは？』『がん保険の必要性は？』などの話から基礎知識の解説など、保険選びに役立つトピックスを掲載しています。,https://konohoken.com/cancer/article/,https://konohoken.com/cancer/article/,2
https://konohoken.com/cancer/article/page/4/,200,がん保険のコラム一覧 - ページ4,がん保険のコラム一覧,がん保険をテーマにした保険のコラムの一覧です。『がん保険とは？』『がん保険の必要性は？』などの話から基礎知識の解説など、保険選びに役立つトピックスを掲載しています。,https://konohoken.com/cancer/article/page/3/,https://konohoken.com/cancer/article/,3
https://konohoken.com/cancer/article/page/5/,200,がん保険のコラム一覧 - ページ5,がん保険のコラム一覧,がん保険をテーマにした保険のコラムの一覧です。『がん保険とは？』『がん保険の必要性は？』などの話から基礎知識の解説など、保険選びに役立つトピックスを掲載しています。,https://konohoken.com/cancer/article/page/7/,https://konohoken.com/cancer/article/,3
https://konohoken.com/cancer/article/page/6/,200,がん保険のコラム一覧 - ページ6,がん保険のコラム一覧,がん保険をテーマにした保険のコラムの一覧です。『がん保険とは？』『がん保険の必要性は？』などの話から基礎知識の解説など、保険選びに役立つトピックスを掲載しています。,https://konohoken.com/cancer/article/page/7/,https://konohoken.com/cancer/article/,3
https://konohoken.com/cancer/article/page/7/,200,がん保険のコラム一覧 - ページ7,がん保険のコラム一覧,がん保険をテーマにした保険のコラムの一覧です。『がん保険とは？』『がん保険の必要性は？』などの話から基礎知識の解説など、保険選びに役立つトピックスを掲載しています。,https://konohoken.com/cancer/article/,https://konohoken.com/cancer/article/,2
https://konohoken.com/cancer/compare/,200,がん保険を比較シミュレーション | 価格や特徴で見積もり,がん保険比較シミュレーション2025年6月版,がん保険を徹底比較！自分の年齢・性別を選んで価格をシミュレーションしながら保険の比較ができます。商品の絞り込み・並び替えも可能で、そのままネット申込も可能。ネットで保険を探すなら、自分に合った保険を自分で選べるサイト【コのほけん！】,https://konohoken.com/,https://konohoken.com/cancer/compare/,1
https://konohoken.com/cancer/fwd_fuji/fwd_fuji_cancer_1/,200,FWD生命 FWDがんベスト・ゴールドの見積もり・シミュレーション・評判・口コミ,FWDがんベスト・ゴールド,FWD生命のがん保険「FWDがんベスト・ゴールド」の商品概要ページです。初めてがん（悪性新生物・上皮内新生物）と診断確定された場合、以後の保険料の払込が免除され、まとまった給付金を受け取れます。がん診断給付金の支払限度は回数無制限（1年に1回を限度）です。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/fwd_fuji/fwd_fuji_cancer_1/,2
https://konohoken.com/cancer/hanasaku/hanasaku_cancer_1/,200,はなさく生命 はなさく一時金の見積もり・シミュレーション・評判・口コミ,はなさく一時金,はなさく生命の三大疾病保険「はなさく一時金」の商品概要ページです。「3大疾病」や「特定8疾病」のリスクに対して、一時金で備える保険です。がん・心疾患・脳血管疾患は何度でも保障（それぞれ1年に1回を限度）し、さらに初回受取額の上乗せするプランも選択できます。,https://konohoken.com/companies/hanasaku/,https://konohoken.com/three-major/hanasaku/hanasaku_cancer_1/,2
https://konohoken.com/cancer/hanasaku/hanasaku_cancer_2/,200,はなさく生命 かんたん告知はなさく一時金の見積もり・シミュレーション・評判・口コミ,かんたん告知はなさく一時金,はなさく生命の持病がある方向けがん保険「かんたん告知はなさく一時金」の商品概要ページです。健康に不安がある方でも加入しやすいがん等の「3大疾病」に一時金で備える保険です。所定の支払事由に該当した場合に何度でも一時金を受取れます（それぞれ1年に1回を限度）。,https://konohoken.com/news/8739-medical-lady-20230309/,https://konohoken.com/cancer/relax/hanasaku/hanasaku_cancer_2/,6
https://konohoken.com/cancer/hanasaku/hanasaku_cancer_3/,200,はなさく生命 はなさくがん保険の見積もり・シミュレーション・評判・口コミ,はなさくがん保険,はなさく生命のがん保険「はなさくがん保険」の商品概要ページです。まとまった一時金と月ごとの給付金が受取れるがん保険です。女性ならさらに女性がん早期発見サポート特約を付加することで女性特有のがんの保障に加え、定期的な乳がん・子宮頚がん検診の受診による早期発見をサポートする保障があります！,https://konohoken.com/,https://konohoken.com/cancer/hanasaku/hanasaku_cancer_3/,1
https://konohoken.com/cancer/hanasaku/hanasaku_cancer_3/review/,200,はなさく生命 はなさくがん保険の口コミ一覧,はなさく生命はなさくがん保険の口コミ一覧,はなさく生命のがん保険「はなさくがん保険」の口コミ・評判一覧ページです。まとまった一時金と月ごとの給付金が受取れるがん保険です。女性ならさらに女性がん早期発見サポート特約を付加することで女性特有のがんの保障に加え、定期的な乳がん・子宮頚がん検診の受診による早期発見をサポートする保障があります！,https://konohoken.com/cancer/hanasaku/hanasaku_cancer_3/,https://konohoken.com/cancer/hanasaku/hanasaku_cancer_3/review/,2
https://konohoken.com/cancer/lifenet/lifenet_cancer_1/,200,ライフネット生命 ダブルエールの見積もり・シミュレーション・評判・口コミ,ダブルエール,ライフネット生命のがん保険「ダブルエール」の商品概要ページです。ニーズに合わせて選べるがん保険です。がん診断一時金が受け取れるシンプルタイプ、回数無制限の給付金でがん治療をサポートするベーシックタイプ、がん治療による収入減少をサポートするプレミアムタイプから選択できます。,https://konohoken.com/,https://konohoken.com/cancer/lifenet/lifenet_cancer_1/,1
https://konohoken.com/cancer/lifenet/lifenet_cancer_1/review/,200,ライフネット生命 ダブルエールの口コミ一覧,ライフネット生命ダブルエールの口コミ一覧,ライフネット生命のがん保険「ダブルエール」の口コミ・評判一覧ページです。ニーズに合わせて選べるがん保険です。がん診断一時金が受け取れるシンプルタイプ、回数無制限の給付金でがん治療をサポートするベーシックタイプ、がん治療による収入減少をサポートするプレミアムタイプから選択できます。,https://konohoken.com/cancer/lifenet/lifenet_cancer_1/,https://konohoken.com/cancer/lifenet/lifenet_cancer_1/review/,2
https://konohoken.com/cancer/medicare/medicare_cancer_1/,200,メディケア生命 メディフィットがん保険の見積もり・シミュレーション・評判・口コミ,メディフィットがん保険,メディケア生命のがん保険「メディフィットがん保険」の商品概要ページです。がんの治療を一生涯カバー！抗がん剤治療は、保険診療だけでなく所定の自由診療まで保障。がんの３大治療(手術・放射線治療・抗がん剤治療)は主契約で保障されます。（ II型の場合。I型の場合は手術保障なし。）,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/medicare/medicare_cancer_1/,2
https://konohoken.com/cancer/medicare/medicare_cancer_1/review/,200,メディケア生命 メディフィットがん保険の口コミ一覧,メディケア生命メディフィットがん保険の口コミ一覧,メディケア生命のがん保険「メディフィットがん保険」の口コミ・評判一覧ページです。がんの治療を一生涯カバー！抗がん剤治療は、保険診療だけでなく所定の自由診療まで保障。がんの３大治療(手術・放射線治療・抗がん剤治療)は主契約で保障されます。（ II型の場合。I型の場合は手術保障なし。）,https://konohoken.com/cancer/medicare/medicare_cancer_1/,https://konohoken.com/cancer/medicare/medicare_cancer_1/review/,3
https://konohoken.com/cancer/mitsui_aioi/mitsui_aioi_cancer_2/,200,三井住友海上あいおい生命 ＆LIFE ガン保険S（スマート）セレクトの見積もり・シミュレーション・評判・口コミ,＆LIFE ガン保険S（スマート）セレクト,三井住友海上あいおい生命のがん保険「＆LIFE ガン保険S（スマート）セレクト」の商品概要ページです。ネット・対面販売でお申込のできるガン保険です。治療の開始時、まとまったお金を受け取りたい方へおすすめです。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/mitsui_aioi/mitsui_aioi_cancer_2/,2
https://konohoken.com/cancer/nanairo/nanairo_cancer_1/,200,なないろ生命 なないろがん一時金保険の見積もり・シミュレーション・評判・口コミ,なないろがん一時金保険,なないろ生命のがん保険「なないろがん一時金保険」の商品概要ページです。上皮内がんを含むすべてのがんにまとまった一時金で幅広く備えられるがん保険です。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/nanairo/nanairo_cancer_1/,2
https://konohoken.com/cancer/nanairo/nanairo_cancer_1/review/,200,なないろ生命 なないろがん一時金保険の口コミ一覧,なないろ生命なないろがん一時金保険の口コミ一覧,なないろ生命のがん保険「なないろがん一時金保険」の口コミ・評判一覧ページです。上皮内がんを含むすべてのがんにまとまった一時金で幅広く備えられるがん保険です。,https://konohoken.com/cancer/nanairo/nanairo_cancer_1/,https://konohoken.com/cancer/nanairo/nanairo_cancer_1/review/,3
https://konohoken.com/cancer/nanairo/nanairo_cancer_2/,200,なないろ生命 なないろがん治療保険　極の見積もり・シミュレーション・評判・口コミ,なないろがん治療保険　極,なないろ生命のがん保険「なないろがん治療保険　極」の商品概要ページです。１カ月にかかるがんの治療費に合理的に備えるがん保険です。必要に応じてオプションの保障を付加することで保障を充実させることができます。,https://konohoken.com/,https://konohoken.com/cancer/nanairo/nanairo_cancer_2/,1
https://konohoken.com/cancer/nanairo/nanairo_cancer_2/review/,200,なないろ生命 なないろがん治療保険　極の口コミ一覧,なないろ生命なないろがん治療保険　極の口コミ一覧,なないろ生命のがん保険「なないろがん治療保険　極」の口コミ・評判一覧ページです。１カ月にかかるがんの治療費に合理的に備えるがん保険です。必要に応じてオプションの保障を付加することで保障を充実させることができます。,https://konohoken.com/cancer/nanairo/nanairo_cancer_2/,https://konohoken.com/cancer/nanairo/nanairo_cancer_2/review/,2
https://konohoken.com/cancer/nanairo/nanairo_cancer_3/,200,なないろ生命 なないろセブンの見積もり・シミュレーション・評判・口コミ,なないろセブン,なないろ生命の三大疾病保険「なないろセブン」の商品概要ページです。まとまった一時金でがんと６大疾病に備えられる一生涯の保険です。1年に1回を限度に回数無制限でがん（上皮内がん）・６大疾病それぞれについて一時金を受け取れます。,https://konohoken.com/news/ranking-202309/,https://konohoken.com/three-major/nanairo/nanairo_cancer_3/,6
https://konohoken.com/cancer/nanairo/nanairo_cancer_4/,200,なないろ生命 なないろスリーの見積もり・シミュレーション・評判・口コミ,なないろスリー,なないろ生命の三大疾病保険「なないろスリー」の商品概要ページです。この商品は一時金で手厚く保障する特定三大疾病保険です。「特定3大疾病1型」を選択することで、がん・心疾患・脳血管疾患それぞれ180日に1回、回数無制限で一時金をお受け取りいただけます。喫煙状況や健康状態などが基準を満たす場合は保険料が割安になります。,https://konohoken.com/companies/nanairo/,https://konohoken.com/three-major/nanairo/nanairo_cancer_4/,2
https://konohoken.com/cancer/neo_first/neo_first_cancer_2/,200,ネオファースト生命 ネオdeがんちりょうの見積もり・シミュレーション・評判・口コミ,ネオdeがんちりょう,ネオファースト生命のがん保険「ネオdeがんちりょう」の商品概要ページです。多様化するがんの治療へしっかり備える一生涯のがん保険です。過去1年以内にたばこを吸っていない方はたばこを吸っている方にくらべて保険料が安くなります。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/neo_first/neo_first_cancer_2/,2
https://konohoken.com/cancer/neo_first/neo_first_cancer_2/review/,200,ネオファースト生命 ネオdeがんちりょうの口コミ一覧,ネオファースト生命ネオdeがんちりょうの口コミ一覧,ネオファースト生命のがん保険「ネオdeがんちりょう」の口コミ・評判一覧ページです。多様化するがんの治療へしっかり備える一生涯のがん保険です。過去1年以内にたばこを吸っていない方はたばこを吸っている方にくらべて保険料が安くなります。,https://konohoken.com/cancer/neo_first/neo_first_cancer_2/,https://konohoken.com/cancer/neo_first/neo_first_cancer_2/review/,3
https://konohoken.com/cancer/neo_first/neo_first_cancer_3/,200,ネオファースト生命 ネオde３疾病サポートの見積もり・シミュレーション・評判・口コミ,ネオde３疾病サポート,ネオファースト生命の三大疾病保険「ネオde３疾病サポート」の商品概要ページです。インターネット等で加入可能な三大疾病一時給付保険です。三大疾病（がん（上皮内がんを含む）・心疾患・脳血管疾患）の治療などにかかる費用をまとまった一時金でサポートし、特約の付加により三大疾病によるリハビリ治療のための通院にも備えられます。,https://konohoken.com/news/neo_first-cancer-20231011/,https://konohoken.com/three-major/neo_first/neo_first_cancer_3/,5
https://konohoken.com/cancer/orix/orix_cancer_1/,200,オリックス生命 がん保険Believe[ビリーブ]の見積もり・シミュレーション・評判・口コミ,がん保険Believe[ビリーブ],オリックス生命のがん保険「がん保険Believe[ビリーブ]」の商品概要ページです。お手頃な保険料で入院・手術・退院時までを一生涯にわたって保障するがん保険です。がんで先進医療による療養を受けた場合には給付金と一時金が受け取れます。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/orix/orix_cancer_1/,2
https://konohoken.com/cancer/orix/orix_cancer_1/review/,200,オリックス生命 がん保険Believe[ビリーブ]の口コミ一覧,オリックス生命がん保険Believe[ビリーブ]の口コミ一覧,オリックス生命のがん保険「がん保険Believe[ビリーブ]」の口コミ・評判一覧ページです。お手頃な保険料で入院・手術・退院時までを一生涯にわたって保障するがん保険です。がんで先進医療による療養を受けた場合には給付金と一時金が受け取れます。,https://konohoken.com/cancer/orix/orix_cancer_1/,https://konohoken.com/cancer/orix/orix_cancer_1/review/,3
https://konohoken.com/cancer/orix/orix_cancer_2/,200,オリックス生命 がん保険Wish[ウィッシュ]の見積もり・シミュレーション・評判・口コミ,がん保険Wish[ウィッシュ],オリックス生命のがん保険「がん保険Wish[ウィッシュ]」の商品概要ページです。必要な保障期間だけに絞ることで保険料をお手頃にした定期型がん保険です。まとまった一時金でがん治療をサポートします。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/orix/orix_cancer_2/,2
https://konohoken.com/cancer/orix/orix_cancer_2/review/,200,オリックス生命 がん保険Wish[ウィッシュ]の口コミ一覧,オリックス生命がん保険Wish[ウィッシュ]の口コミ一覧,オリックス生命のがん保険「がん保険Wish[ウィッシュ]」の口コミ・評判一覧ページです。必要な保障期間だけに絞ることで保険料をお手頃にした定期型がん保険です。まとまった一時金でがん治療をサポートします。,https://konohoken.com/cancer/orix/orix_cancer_2/,https://konohoken.com/cancer/orix/orix_cancer_2/review/,3
https://konohoken.com/cancer/questions/,200,自分に合うがん保険のおすすめの商品を見積もり｜保険商品 詳細見積もり,H1なし,入力情報をもとに、50社以上の商品の中から、お客様に最適ながん保険商品をお見積もりいたします。「保険商品詳細見積もり」はファイナンシャルプランナーが監修したサービスです。,https://konohoken.com/,https://konohoken.com/cancer/questions/,1
https://konohoken.com/cancer/ranking/,200,【2025年6月版】がん保険おすすめ人気ランキング・比較,がん保険おすすめ人気ランキング2025年6月版,2025年6月のがん保険ランキングを発表！おすすめ・人気の商品を契約数などの総合ランキング形式でご紹介。気になる商品を比較できる機能や、がん保険についての基礎知識で保険選びをサポートします。,https://konohoken.com/news/ranking-20221114/,https://konohoken.com/cancer/,4
https://konohoken.com/cancer/relax/,200,【2025年6月版】持病がある方向けがん保険おすすめ人気ランキング・比較,持病がある方向けがん保険おすすめ人気ランキング2025年6月版,2025年6月の持病がある方向けがん保険ランキングを発表！おすすめ・人気の商品を契約数などの総合ランキング形式でご紹介。気になる商品を比較できる機能や、持病がある方向けがん保険についての基礎知識で保険選びをサポートします。,https://konohoken.com/,https://konohoken.com/cancer/relax/,1
https://konohoken.com/cancer/relax/article/,200,持病がある方向けがん保険のコラム一覧,持病がある方向けがん保険のコラム一覧,持病がある方向けがん保険をテーマにしたコラムの一覧です。『持病があっても入りやすいがん保険とは？』『持病があっても入りやすいがん保険の必要性は？』などの話から基礎知識の解説など、役立つトピックスを掲載しています。,https://konohoken.com/,https://konohoken.com/cancer/relax/article/,1
https://konohoken.com/cancer/relax/article/5986/,200,健康に不安がある、持病があっても入れるがん保険はある？持病がある人のがん保険の選び方について,健康に不安がある、持病があっても入れるがん保険はある？持病がある人のがん保険の選び方について,「病気になったことがあるから、がん保険に入れないかも」「持病があるから自分は難しい」と考えて加入について検討すること自体を避けている方もいらっしゃるかもしれません。本記事では、「持病のある人のがん保険の加入の可能性」についてみていきましょう。,https://konohoken.com/cancer/relax/,https://konohoken.com/cancer/relax/article/5986/,2
https://konohoken.com/cancer/relax/article/page/1/,200,持病がある方向けがん保険のコラム一覧 - ページ1,持病がある方向けがん保険のコラム一覧,持病がある方向けがん保険をテーマにしたコラムの一覧です。『持病があっても入りやすいがん保険とは？』『持病があっても入りやすいがん保険の必要性は？』などの話から基礎知識の解説など、役立つトピックスを掲載しています。,https://konohoken.com/cancer/relax/article/,https://konohoken.com/cancer/relax/article/,2
https://konohoken.com/cancer/relax/compare/,200,持病がある方向けがん保険を比較シミュレーション | 価格や特徴で見積もり,持病がある方向けがん保険比較シミュレーション2025年6月版,持病がある方向けがん保険を徹底比較！自分の年齢・性別を選んで価格をシミュレーションしながら保険の比較ができます。商品の絞り込み・並び替えも可能で、そのままネット申込も可能。ネットで保険を探すなら、自分に合った保険を自分で選べるサイト【コのほけん！】,https://konohoken.com/,https://konohoken.com/cancer/relax/compare/,1
https://konohoken.com/cancer/relax/hanasaku/hanasaku_cancer_2/,200,はなさく生命 かんたん告知はなさく一時金の見積もり・シミュレーション・評判・口コミ,かんたん告知はなさく一時金,はなさく生命の持病がある方向けがん保険「かんたん告知はなさく一時金」の商品概要ページです。健康に不安がある方でも加入しやすいがん等の「3大疾病」に一時金で備える保険です。所定の支払事由に該当した場合に何度でも一時金を受取れます（それぞれ1年に1回を限度）。,https://konohoken.com/cancer/relax/compare/,https://konohoken.com/cancer/relax/hanasaku/hanasaku_cancer_2/,2
https://konohoken.com/cancer/relax/hanasaku/hanasaku_cancer_2/review/,200,はなさく生命 かんたん告知はなさく一時金の口コミ一覧,はなさく生命かんたん告知はなさく一時金の口コミ一覧,はなさく生命の持病がある方向けがん保険「かんたん告知はなさく一時金」の口コミ・評判一覧ページです。健康に不安がある方でも加入しやすいがん等の「3大疾病」に一時金で備える保険です。所定の支払事由に該当した場合に何度でも一時金を受取れます（それぞれ1年に1回を限度）。,https://konohoken.com/cancer/relax/hanasaku/hanasaku_cancer_2/,https://konohoken.com/cancer/relax/hanasaku/hanasaku_cancer_2/review/,3
https://konohoken.com/cancer/relax/taiyo/taiyo_cancer_2/,200,太陽生命 告知緩和型がん診断保険の見積もり・シミュレーション・評判・口コミ,告知緩和型がん診断保険,太陽生命の持病がある方向けがん保険「告知緩和型がん診断保険」の商品概要ページです。がんに罹患し診断確定されたときにまとまった一時金が受け取れます。上皮内がん等に罹患し診断確定されたときにも上皮内ガン等診断給付金で保障します。健康上の理由で保険を諦めていた方でも、告知に該当しなければお申し込みいただけます。,https://konohoken.com/cancer/relax/compare/,https://konohoken.com/cancer/relax/taiyo/taiyo_cancer_2/,2
https://konohoken.com/cancer/relax/taiyo/taiyo_cancer_3/,200,太陽生命 告知緩和型がん治療保険の見積もり・シミュレーション・評判・口コミ,告知緩和型がん治療保険,太陽生命の持病がある方向けがん保険「告知緩和型がん治療保険」の商品概要ページです。がん・上皮内がん等について所定の治療を受けた月ごとにガン治療給付金が受け取れます。健康上の理由で保険を諦めていた方でも、告知に該当しなければお申し込みいただけます。,https://konohoken.com/cancer/relax/compare/,https://konohoken.com/cancer/relax/taiyo/taiyo_cancer_3/,2
https://konohoken.com/cancer/sbi_nli/sbi_nli_cancer_1/,200,SBI損害保険 ＳＢＩ損保のがん保険（自由診療タイプ）（がん治療費用総合保険）の見積もり・シミュレーション・評判・口コミ,ＳＢＩ損保のがん保険（自由診療タイプ）（がん治療費用総合保険）,SBI損害保険のがん保険「ＳＢＩ損保のがん保険（自由診療タイプ）（がん治療費用総合保険）」の商品概要ページです。がん治療の自己負担額実質0円にするがん保険です。先進医療から所定の基準を満たす自由診療まで、実際にがん治療にかかった費用の実額を補償します。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/sbi_nli/sbi_nli_cancer_1/,2
https://konohoken.com/cancer/sbi_nli/sbi_nli_cancer_1/review/,200,SBI損害保険 ＳＢＩ損保のがん保険（自由診療タイプ）（がん治療費用総合保険）の口コミ一覧,SBI損害保険ＳＢＩ損保のがん保険（自由診療タイプ）（がん治療費用総合保険）の口コミ一覧,SBI損害保険のがん保険「ＳＢＩ損保のがん保険（自由診療タイプ）（がん治療費用総合保険）」の口コミ・評判一覧ページです。がん治療の自己負担額実質0円にするがん保険です。先進医療から所定の基準を満たす自由診療まで、実際にがん治療にかかった費用の実額を補償します。,https://konohoken.com/cancer/sbi_nli/sbi_nli_cancer_1/,https://konohoken.com/cancer/sbi_nli/sbi_nli_cancer_1/review/,3
https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_3/,200,SOMPOひまわり生命 健康をサポートするがん保険 勇気のお守り がん治療給付型の見積もり・シミュレーション・評判・口コミ,健康をサポートするがん保険 勇気のお守り がん治療給付型,SOMPOひまわり生命のがん保険「健康をサポートするがん保険 勇気のお守り がん治療給付型」の商品概要ページです。月ごとに給付金を受け取ることができるがん保険です。がん治療給付金で、幅広い治療を保障します。所定のがん治療を受けた場合、がん治療給付金は通算120ヶ月まで受け取れます。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_3/,2
https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_3/review/,200,SOMPOひまわり生命 健康をサポートするがん保険 勇気のお守り がん治療給付型の口コミ一覧,SOMPOひまわり生命健康をサポートするがん保険 勇気のお守り がん治療給付型の口コミ一覧,SOMPOひまわり生命のがん保険「健康をサポートするがん保険 勇気のお守り がん治療給付型」の口コミ・評判一覧ページです。月ごとに給付金を受け取ることができるがん保険です。がん治療給付金で、幅広い治療を保障します。所定のがん治療を受けた場合、がん治療給付金は通算120ヶ月まで受け取れます。,https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_3/,https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_3/review/,3
https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_4/,200,SOMPOひまわり生命 健康をサポートするがん保険 勇気のお守り がん診断給付型の見積もり・シミュレーション・評判・口コミ,健康をサポートするがん保険 勇気のお守り がん診断給付型,SOMPOひまわり生命のがん保険「健康をサポートするがん保険 勇気のお守り がん診断給付型」の商品概要ページです。がん診断一時金型のがん保険です。長期化する治療や再発・転移もサポートしています。初めてがんと医師により診断確定された時だけでなく、治療が続く場合には毎年給付金を受け取れます。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_4/,2
https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_4/review/,200,SOMPOひまわり生命 健康をサポートするがん保険 勇気のお守り がん診断給付型の口コミ一覧,SOMPOひまわり生命健康をサポートするがん保険 勇気のお守り がん診断給付型の口コミ一覧,SOMPOひまわり生命のがん保険「健康をサポートするがん保険 勇気のお守り がん診断給付型」の口コミ・評判一覧ページです。がん診断一時金型のがん保険です。長期化する治療や再発・転移もサポートしています。初めてがんと医師により診断確定された時だけでなく、治療が続く場合には毎年給付金を受け取れます。,https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_4/,https://konohoken.com/cancer/sonpo_himawari/sonpo_himawari_cancer_4/review/,3
https://konohoken.com/cancer/taiyo/taiyo_cancer_1/,200,太陽生命 がん・重大疾病予防保険の見積もり・シミュレーション・評判・口コミ,がん・重大疾病予防保険,太陽生命の三大疾病保険「がん・重大疾病予防保険」の商品概要ページです。生まれて初めてがんに罹患し、診断確定されたときまとまった一時金を受け取れます。また、がんの他、脳卒中や急性心筋梗塞で手術を受けた場合や所定の重大疾病状態に該当したときも一時金を受け取れます。,https://konohoken.com/news/taiyo-20230623/,https://konohoken.com/three-major/taiyo/taiyo_cancer_1/,7
https://konohoken.com/cancer/tokyo_nichido/tokyo_nichido_cancer_1/,200,東京海上日動あんしん生命 あんしんがん治療保険の見積もり・シミュレーション・評判・口コミ,あんしんがん治療保険,東京海上日動あんしん生命のがん保険「あんしんがん治療保険」の商品概要ページです。がんの3大治療（手術・放射線治療・抗がん剤治療）や所定の緩和療養、がんでの入院・通院の保障があります。最新の治療に備えることができるオプション（特約）も付加できます。,https://konohoken.com/cancer/compare/,https://konohoken.com/cancer/tokyo_nichido/tokyo_nichido_cancer_1/,2
